id_anuncio,id_host,nombre_host,cantidad_anuncios_host,cantidad_total_anuncios_host,barrio,latitud,longitud,tipo_alojamiento,capacidad,precio,noches_minimas,noches_maximas,puntuacion_general,puntuacion_ubicacion,puntuacion_valor,licencia,last_scraped,precio_por_persona,tipo_host,tipo_licencia
1045402594904083851,444198919,Juan Antonio,1,1,la Dreta de l'Eixample,41.38703137923625,2.167785130441189,Entire home/apt,5,397.0,2,1125,4.97,4.99,4.96,HUTB-076367,2025-09-15,79.4,individual,Licensed
1045473737158480598,346367515,Ukio,904,966,l'Antiga Esquerra de l'Eixample,41.38756,2.15398,Entire home/apt,3,84.0,32,330,5.0,5.0,5.0,ESFCNT00000806000075590600000000000000000000000000005,2025-09-15,28.0,professional,Licensed
1045479945487285016,127482361,Apkeys,9,9,Diagonal Mar i el Front Marítim del Poblenou,41.4014800062265,2.210182404805708,Entire home/apt,4,126.0,1,1125,4.81,4.86,4.43,HUTB-008575,2025-09-14,31.5,professional,Licensed
1045643308119685183,33278356,Ola,77,131,Sant Gervasi - Galvany,41.39416553172669,2.149579515096397,Entire home/apt,8,354.0,1,1125,4.24,4.71,4.24,HUTB-074628,2025-09-15,44.25,professional,Licensed
1045733630040708484,550851939,Florencia,1,1,la Sagrera,41.42361,2.18877,Entire home/apt,1,48.0,31,1125,5.0,5.0,4.67,,2025-09-14,48.0,individual,No license
1046327876859904438,550949793,Diego,13,26,la Vila de Gràcia,41.40065697905993,2.163800176042251,Private room,3,68.0,1,365,4.25,4.81,4.38,Exempt,2025-09-15,22.67,professional,Exempt
1046349023651123519,3556337,Alejandro,84,89,la Vila de Gràcia,41.3991331,2.1586465,Entire home/apt,4,163.0,1,365,4.91,4.91,4.74,HUTB-007117,2025-09-15,40.75,professional,Licensed
1046573276402635539,53155665,Hostal House,6,7,la Bordeta,41.3690464633605,2.137209401549501,Private room,2,114.0,1,365,4.53,4.27,4.53,HB-004485,2025-09-14,57.0,professional,Licensed
1046854952628031055,551069828,Arnau,1,1,"Sant Pere, Santa Caterina i la Ribera",41.3828594,2.1820316,Entire home/apt,2,242.0,1,365,4.76,4.93,4.55,HUTB-003654,2025-09-15,121.0,individual,Licensed
1046940680510992725,9400556,Loca Bcn,140,178,el Poble Sec,41.37387,2.15751,Entire home/apt,3,58.0,1,1125,4.38,4.55,4.23,ESFCTU00000806900100372600000000000000HUTB-073252-286,2025-09-15,19.33,professional,Licensed
1046976183916834102,510942439,Victoria,22,28,Provençals del Poblenou,41.41154039247882,2.1987244400591472,Entire home/apt,3,120.0,32,150,5.0,4.67,5.0,Exempt,2025-09-15,40.0,professional,Exempt
1046990195504024709,181267687,Sandra,2,2,el Raval,41.37874,2.1635,Private room,2,103.0,2,365,4.93,4.93,4.74,Exempt,2025-09-15,51.5,professional,Exempt
1047018623757507504,4212095,Elio / Wilken,33,37,les Corts,41.38640125778359,2.132173259509096,Entire home/apt,5,171.0,1,1125,4.77,4.85,4.85,ESHFTU00000806000052385703200000000000000HUTB-0125769,2025-09-14,34.2,professional,Licensed
1047027482051554716,525321393,Andre,3,3,el Barri Gòtic,41.38246769780157,2.176533458117498,Private room,1,52.0,1,365,4.0,3.5,3.0,HUTS-913768,2025-09-15,52.0,professional,Licensed
1047209545876615704,1447144,Jacob,426,618,la Nova Esquerra de l'Eixample,41.37937806115336,2.151474371071113,Entire home/apt,8,469.0,1,330,4.5,3.5,4.0,ESFCTU00B108067000389186000000000000000000HUTB0073619,2025-09-14,58.62,professional,Licensed
1047508223336897729,264905862,Joerg,12,12,el Raval,41.3829711,2.1655284,Private room,1,24.0,90,300,,,,Exempt,2025-09-15,24.0,professional,Exempt
1047572074094324015,17768217,Luciana,2,5,el Raval,41.38179,2.16665,Entire home/apt,3,,31,1125,5.0,4.6,5.0,,2025-09-15,,professional,No license
1047743837616037456,1447144,Jacob,426,618,la Barceloneta,41.37799600613616,2.1898598000644984,Entire home/apt,3,250.0,2,365,,,,ESFCTU00000811900000565500000000000000000HUTB-0779625,2025-09-14,83.33,professional,Licensed
1047885598949141390,3039107,Manuel,38,116,l'Antiga Esquerra de l'Eixample,41.39210816652107,2.1581467818359443,Entire home/apt,2,123.0,3,365,4.34,4.86,4.2,HUTB-007717,2025-09-15,61.5,professional,Licensed
1048260463887841093,32037490,SweetInn,267,279,la Vila de Gràcia,41.3987,2.15925,Entire home/apt,4,320.0,1,365,4.57,4.93,4.5,HUTB-257639,2025-09-15,80.0,professional,Licensed
1048265604717547798,32037490,SweetInn,267,279,la Vila de Gràcia,41.39723071022198,2.159288148535012,Entire home/apt,4,295.0,1,365,4.8,4.98,4.71,HUTB-257554,2025-09-15,73.75,professional,Licensed
1048351721190153856,550471684,Jesús,6,6,les Corts,41.383479769202665,2.132178803531397,Private room,2,35.0,32,365,5.0,5.0,5.0,,2025-09-14,17.5,professional,No license
1048575183915957121,1310304,Luis,47,161,la Nova Esquerra de l'Eixample,41.383828059896665,2.143470223213648,Entire home/apt,3,52.0,32,330,3.25,4.75,3.25,,2025-09-14,17.33,professional,No license
1049039217591150444,804620,Audrey,1,2,la Vila de Gràcia,41.4008713,2.1606185,Entire home/apt,6,200.0,31,98,,,,,2025-09-15,33.33,professional,No license
1049070261503883016,346367515,Ukio,904,966,la Nova Esquerra de l'Eixample,41.38748152010752,2.1462895460290863,Entire home/apt,4,185.0,32,330,,,,ESFCNT00000806000075223300000000000000000000000000005,2025-09-14,46.25,professional,Licensed
1049100781015641419,10547296,Flateli,136,341,Sants - Badal,41.37573,2.1268,Entire home/apt,5,172.0,1,1125,4.63,4.75,4.25,HUTB-013032,2025-09-15,34.4,professional,Licensed
1049145864662110119,346367515,Ukio,904,966,Sant Gervasi - Galvany,41.39929152300117,2.1417381863049654,Entire home/apt,8,260.0,32,330,,,,ESFCNT00000805900047917200000000000000000000000000001,2025-09-15,32.5,professional,Licensed
1049162666259906087,10547296,Flateli,136,341,la Dreta de l'Eixample,41.39893,2.17456,Entire home/apt,3,139.0,1,1125,4.42,4.53,4.32,HUTB-007587,2025-09-15,46.33,professional,Licensed
1049163782978393602,31365396,Andrés & Natasha,32,35,la Font de la Guatlla,41.3711801,2.1444432,Entire home/apt,3,,1,365,,,,ESFCNT00000806800024166500000000000000000000000000005,2025-09-15,,professional,Licensed
1049174696674816003,10547296,Flateli,136,341,el Fort Pienc,41.39846095524977,2.1758067168048507,Entire home/apt,3,139.0,1,1125,4.3,4.75,4.05,HUTB-005383,2025-09-15,46.33,professional,Licensed
1049240227893165479,447375626,Blueground,171,180,Sant Gervasi - Galvany,41.3991123,2.149557,Entire home/apt,6,266.0,32,1125,5.0,5.0,4.0,,2025-09-15,44.33,professional,No license
1049254614246820554,548947167,Daniel,7,7,Provençals del Poblenou,41.4094867,2.1977101,Entire home/apt,2,144.0,2,365,4.55,4.38,4.27,ASB-003544,2025-09-15,72.0,professional,Licensed
1049335218390746302,171964610,Remo Eduardo,2,6,la Dreta de l'Eixample,41.39045,2.16509,Private room,1,39.0,31,360,4.59,4.9,4.63,Exempt,2025-09-15,39.0,professional,Exempt
1049340491207952948,64805231,Marc,40,46,Sants - Badal,41.37450293419096,2.1258485720258142,Entire home/apt,6,100.0,31,365,,,,,2025-09-15,16.67,professional,No license
1049796210745190323,1447144,Jacob,426,618,la Nova Esquerra de l'Eixample,41.38074545750578,2.151317061264134,Entire home/apt,16,1406.0,1,330,5.0,5.0,5.0,ESFCTU001108067000389186000000000000000000HUTB0073580,2025-09-14,87.88,professional,Licensed
1049965448805940145,1683936,Ghat,22,34,"Sant Pere, Santa Caterina i la Ribera",41.39062,2.18067,Entire home/apt,2,90.0,32,730,,,,,2025-09-15,45.0,professional,No license
1049987811643921017,346367515,Ukio,904,966,"Sant Pere, Santa Caterina i la Ribera",41.38357,2.18334,Entire home/apt,3,122.0,32,330,5.0,5.0,4.0,ESFCNT00000811900019083200000000000000000000000000001,2025-09-15,40.67,professional,Licensed
1050046422476969867,464677993,Yulia,2,2,el Raval,41.38576204924277,2.164864295136956,Entire home/apt,3,120.0,31,330,4.83,4.83,4.83,,2025-09-15,40.0,professional,No license
1050065286495777248,551716724,Gemma,1,1,el Besòs i el Maresme,41.41285,2.21624,Private room,2,108.0,31,365,,,,,2025-09-14,54.0,individual,No license
1050502824214586348,550927141,Rosario Del Pilar,1,3,la Guineueta,41.43751,2.17385,Private room,1,,90,365,,,,,2025-09-15,,professional,No license
1050615478852382771,72842971,Marc,18,18,Sants,41.38195,2.13969,Private room,1,29.0,28,184,3.5,3.5,3.0,Exempt,2025-09-14,29.0,professional,Exempt
1050628012596083565,72842971,Marc,18,18,Sants,41.38240251843053,2.137468237252856,Private room,1,,28,184,5.0,5.0,5.0,Exempt,2025-09-15,,professional,Exempt
1050637339120980897,72842971,Marc,18,18,Sants,41.3817178727197,2.1388233778057844,Private room,2,35.0,28,184,3.0,4.0,3.0,Exempt,2025-09-14,17.5,professional,Exempt
1050644510498976632,72842971,Marc,18,18,Sants,41.3831,2.13974,Private room,2,34.0,28,184,4.0,4.67,3.33,Exempt,2025-09-14,17.0,professional,Exempt
1050660340073079756,518888520,David,99,298,Sants,41.38427919999999,2.1412264,Private room,1,,32,360,4.0,5.0,4.0,,2025-09-15,,professional,No license
1050680262149421518,3937003,Pedro,9,12,el Poble Sec,41.3741889,2.1599741,Entire home/apt,4,150.0,3,365,4.37,4.54,4.19,HUTB-010022,2025-09-15,37.5,professional,Licensed
1050687635116768865,518888520,David,99,298,la Nova Esquerra de l'Eixample,41.3868196,2.1453891,Private room,1,39.0,32,360,1.0,1.0,1.0,,2025-09-14,39.0,professional,No license
1050742516239364630,543834026,Juan Antonio,2,2,el Guinardó,41.42177959099516,2.174720460260565,Private room,3,39.0,2,60,4.75,4.6,4.71,Exempt,2025-09-14,13.0,professional,Exempt
1050831336708720501,9400556,Loca Bcn,140,178,l'Antiga Esquerra de l'Eixample,41.38984889674271,2.1598044018343363,Entire home/apt,4,272.0,1,1125,4.8,4.92,4.63,ESFCTU00000805600013492600000000000000HUTB-003998-822,2025-09-15,68.0,professional,Licensed
1050909673784495200,469608270,Juan Luis,2,2,la Dreta de l'Eixample,41.3930394,2.1613099,Entire home/apt,5,,29,120,5.0,5.0,5.0,Exempt,2025-09-15,,professional,Exempt
1051168434312883282,971768,Akira Flats,15,39,el Camp de l'Arpa del Clot,41.4082633,2.1821685,Entire home/apt,5,275.0,2,365,4.66,4.77,4.56,HUTB-001066,2025-09-14,55.0,professional,Licensed
1051338207146039925,1447144,Jacob,426,618,la Nova Esquerra de l'Eixample,41.37979281305531,2.1515038102154285,Entire home/apt,16,1875.0,1,330,3.0,5.0,3.0,ESFCTU00E308067000389186000000000000000000HUTB0089710,2025-09-15,117.19,professional,Licensed
1051370127781624656,69187708,María Claudina,4,4,Canyelles,41.44175825446359,2.162762396409247,Entire home/apt,6,174.0,4,1125,4.88,4.79,4.59,HUTB-077561,2025-09-14,29.0,professional,Licensed
1051389055033236390,3678711,J,16,19,el Camp de l'Arpa del Clot,41.40857363411381,2.182487517820101,Entire home/apt,5,258.0,1,365,4.75,4.72,4.6,HUTB-074926,2025-09-14,51.6,professional,Licensed
1051450743136618070,335570948,Laure,29,42,el Barri Gòtic,41.382269040234135,2.176703029700281,Entire home/apt,3,,32,365,4.67,5.0,4.67,Exempt,2025-09-15,,professional,Exempt
1051580451768373735,550863617,Alexander,2,4,la Dreta de l'Eixample,41.39045979256096,2.163141353536969,Private room,1,,32,360,4.79,4.98,4.64,Exempt,2025-09-15,,professional,Exempt
1051583947135127494,550863617,Alexander,2,4,la Dreta de l'Eixample,41.38882668022798,2.164624181616824,Private room,1,37.0,31,360,4.84,5.0,4.67,Exempt,2025-09-15,37.0,professional,Exempt
1051587243070394615,49431960,Nina,3,11,el Barri Gòtic,41.380567523312536,2.1739992154956758,Private room,2,48.0,31,93,,,,,2025-09-15,24.0,professional,No license
1051722287904574359,357946540,Adria,452,651,l'Antiga Esquerra de l'Eixample,41.38330569848782,2.157032448981141,Private room,1,,31,360,4.0,5.0,4.0,,2025-09-15,,professional,No license
1051945911369719250,1335750,Jason,1,2,Provençals del Poblenou,41.40890687940318,2.2000248333434858,Entire home/apt,5,87.0,32,365,5.0,5.0,5.0,Exempt,2025-09-15,17.4,professional,Exempt
1051982254824308738,5385759,Cesc,6,6,Can Baró,41.41737365140588,2.1652238980746925,Entire home/apt,5,89.0,31,330,5.0,4.78,4.78,,2025-09-14,17.8,professional,No license
1052059237727382593,299462,Stay U-Nique,282,428,l'Antiga Esquerra de l'Eixample,41.38787,2.1607,Entire home/apt,3,154.0,2,365,4.66,4.78,4.28,ESFCTU00000805600088647400000000000000000000000037804,2025-09-15,51.33,professional,Licensed
1052151733272384580,346367515,Ukio,904,966,el Parc i la Llacuna del Poblenou,41.40162946900145,2.196537023781329,Entire home/apt,4,121.0,32,330,5.0,5.0,5.0,ESFCNT00000807200067836900000000000000000000000000005,2025-09-15,30.25,professional,Licensed
1052240263726352514,9400556,Loca Bcn,140,178,el Poble Sec,41.372260985164026,2.1655831142694075,Entire home/apt,4,46.0,1,1125,4.51,4.54,4.27,ESFCTU00000806900032683300000000000000HUTB-010806-503,2025-09-15,11.5,professional,Licensed
1052343534252082090,1447144,Jacob,426,618,Sant Antoni,41.381205637019285,2.162595343592782,Entire home/apt,10,783.0,1,330,4.67,4.67,4.33,ESFCTU00000805600076480200000000000000HUTB-001552-266,2025-09-15,78.3,professional,Licensed
1052539043727336359,523122476,Masoud,1,1,Sant Antoni,41.37519289999999,2.1560384,Entire home/apt,4,106.0,32,220,5.0,5.0,4.5,,2025-09-15,26.5,individual,No license
1052761970191046037,3678711,J,16,19,el Camp de l'Arpa del Clot,41.40909,2.18078,Entire home/apt,2,201.0,1,365,4.67,4.93,4.53,HUTB-074918,2025-09-15,100.5,professional,Licensed
1052868199761505011,1447144,Jacob,426,618,Sant Antoni,41.380701181392574,2.162618883264001,Entire home/apt,5,392.0,1,330,5.0,5.0,5.0,ESFCTU00000805600076469700000000000000HUTB-001546-144,2025-09-15,78.4,professional,Licensed
1052895543698364056,271226374,Jamica,42,75,el Poble Sec,41.3726511,2.1615441,Entire home/apt,5,159.0,4,365,4.43,4.45,4.2,ESFCTU00000806900015794900000000000000000HUTB-0058322,2025-09-15,31.8,professional,Licensed
1053346376392724291,64805231,Marc,40,46,Sants,41.37645323636168,2.1346809895761383,Entire home/apt,8,100.0,31,365,5.0,5.0,5.0,,2025-09-15,12.5,professional,No license
1054157107009198461,89109224,Jirka,20,24,la Barceloneta,41.37818296259865,2.188988577802794,Entire home/apt,3,75.0,32,180,5.0,5.0,4.43,Exempt,2025-09-14,25.0,professional,Exempt
1054176257889891428,439642628,My Space New,21,35,la Vila de Gràcia,41.4035841,2.1538304,Entire home/apt,4,158.0,1,365,3.89,4.11,3.56,ESFCTU000008066000447995000000000000000000HUTB0023659,2025-09-15,39.5,professional,Licensed
1054302451504926884,351451981,Tomasa,2,2,Sant Gervasi - la Bonanova,41.402527967027545,2.137433449749321,Entire home/apt,2,63.0,31,1125,4.9,5.0,4.6,,2025-09-14,31.5,professional,No license
1054325988329079020,562562,Michael,1,3,el Barri Gòtic,41.38196473688548,2.1785666363323397,Private room,1,95.0,31,120,,,,,2025-09-15,95.0,professional,No license
1054574437240428640,9994084,Lina,2,34,la Sagrera,41.42013,2.18956,Entire home/apt,3,79.0,31,90,,,,,2025-09-14,26.33,professional,No license
1055083462740180333,510942439,Victoria,22,28,la Vila de Gràcia,41.3989596,2.1585122,Entire home/apt,3,297.0,2,90,5.0,4.89,4.72,ESFCTU00000806600045394100000000000000000HUTB-0068060,2025-09-15,99.0,professional,Licensed
1055593886222720267,61264429,Nico,2,2,la Sagrera,41.42277271613104,2.1851494587904097,Entire home/apt,6,,31,70,,,,Exempt,2025-09-15,,professional,Exempt
1055593944012111132,61264429,Nico,2,2,Navas,41.42111,2.18568,Private room,1,36.0,31,90,4.75,5.0,4.75,,2025-09-14,36.0,professional,No license
1055657123351032610,407025665,Javier,16,18,el Raval,41.38151,2.16552,Entire home/apt,4,67.0,32,365,,,,,2025-09-15,16.75,professional,No license
1055745294487651453,548947167,Daniel,7,7,Provençals del Poblenou,41.4094867,2.1977101,Entire home/apt,1,84.0,2,365,4.57,4.51,4.51,ASB-003544,2025-09-15,84.0,professional,Licensed
1056321231822292972,173771925,Peizhen,2,12,el Camp d'en Grassot i Gràcia Nova,41.40282720238536,2.1678578733793628,Private room,1,24.0,30,365,5.0,5.0,5.0,Exempt,2025-09-15,24.0,professional,Exempt
1056349547639371013,377967173,Conexiones Vacacionales,11,14,el Guinardó,41.42324,2.1743,Entire home/apt,3,64.0,32,180,4.8,4.6,4.0,,2025-09-14,21.33,professional,No license
1056432441705716285,357946540,Adria,452,651,Sants - Badal,41.3786941,2.128288,Private room,1,,33,360,4.0,5.0,3.5,,2025-09-15,,professional,No license
1056439652324404305,41209835,Nezha,6,7,la Dreta de l'Eixample,41.39483014919957,2.155807631098454,Entire home/apt,8,225.0,32,365,5.0,5.0,5.0,,2025-09-15,28.12,professional,No license
1056439878971682996,41209835,Nezha,6,7,"Sant Pere, Santa Caterina i la Ribera",41.3827607,2.1865617,Entire home/apt,3,92.0,32,365,,,,,2025-09-15,30.67,professional,No license
1056496810244192789,357946540,Adria,452,651,el Putxet i el Farró,41.40257554595256,2.147526832194242,Private room,1,23.0,33,360,,,,,2025-09-15,23.0,professional,No license
1056527369930490022,357946540,Adria,452,651,el Putxet i el Farró,41.40291,2.1472,Private room,1,44.0,33,360,,,,,2025-09-15,44.0,professional,No license
1056549571210903203,3678711,J,16,19,el Camp de l'Arpa del Clot,41.40873313346338,2.1809578566548837,Entire home/apt,2,191.0,1,365,4.76,4.83,4.52,HUTB-074916,2025-09-15,95.5,professional,Licensed
1056565111130645896,550471684,Jesús,6,6,les Corts,41.38376,2.13005,Private room,2,35.0,32,365,5.0,5.0,4.5,Exempt,2025-09-14,17.5,professional,Exempt
1056576950771904794,357946540,Adria,452,651,la Nova Esquerra de l'Eixample,41.38365849223275,2.1565131354880878,Private room,1,28.0,33,360,,,,,2025-09-15,28.0,professional,No license
1057041833493542204,129000409,Ittai,225,293,el Parc i la Llacuna del Poblenou,41.3920511,2.189738499999999,Entire home/apt,8,344.0,1,45,4.33,4.77,4.34,HUTB-001028,2025-09-15,43.0,professional,Licensed
1057091347062485757,41209835,Nezha,6,7,la Barceloneta,41.38230290014777,2.1862601507873647,Entire home/apt,4,144.0,32,365,5.0,5.0,5.0,,2025-09-15,36.0,professional,No license
1057092766149039072,439642628,My Space New,21,35,Sant Gervasi - Galvany,41.39636711083246,2.1444621678149303,Entire home/apt,2,108.0,1,365,4.33,4.67,3.67,ESFCNT00B00805900056059700000000000000000000000000001,2025-09-15,54.0,professional,Licensed
1057306837962711492,497092508,Juan Carlos,1,1,el Poble Sec,41.3732196,2.1689285,Private room,1,31.0,31,365,3.5,5.0,3.0,,2025-09-15,31.0,individual,No license
1057396773436890693,357946540,Adria,452,651,el Putxet i el Farró,41.40641207920376,2.145875864989485,Private room,1,,33,360,,,,,2025-09-15,,professional,No license
1057413647862834318,357946540,Adria,452,651,el Poble Sec,41.3721977780987,2.1642109561204754,Private room,1,,33,360,,,,,2025-09-15,,professional,No license
1057428125798789696,357946540,Adria,452,651,el Poble Sec,41.37226,2.16471,Private room,1,,33,360,,,,,2025-09-15,,professional,No license
1057777056867419667,104441575,Atirova,7,7,la Vila de Gràcia,41.3998072,2.15502,Entire home/apt,2,72.0,31,335,5.0,5.0,5.0,,2025-09-15,36.0,professional,No license
1057801418497420198,235731533,Julio,1,1,Provençals del Poblenou,41.413400600002,2.201831072836437,Private room,1,47.0,1,1125,4.81,4.71,4.67,Exempt,2025-09-15,47.0,individual,Exempt
1057815094877292379,553459672,Bernat,1,1,Sants - Badal,41.37379010839562,2.125901741794425,Entire home/apt,6,119.0,4,315,4.69,4.63,4.5,ESFCTU00000808300019383700000000000000000HUTB-0159434,2025-09-15,19.83,individual,Licensed
1057872365074485039,525220903,Raiza,2,2,Hostafrancs,41.37388232568654,2.144299037754536,Private room,1,49.0,2,1125,4.68,4.75,4.59,Exempt,2025-09-14,49.0,professional,Exempt
1057919247998528181,357946540,Adria,452,651,la Dreta de l'Eixample,41.39817,2.16815,Private room,1,,33,360,,,,,2025-09-15,,professional,No license
1057965448167893606,357946540,Adria,452,651,la Nova Esquerra de l'Eixample,41.381394686759386,2.155328645541064,Private room,1,,33,360,,,,,2025-09-15,,professional,No license
1057986311799067658,357946540,Adria,452,651,el Putxet i el Farró,41.40757,2.14793,Private room,1,,33,360,4.0,4.0,4.0,,2025-09-15,,professional,No license
1058001363875742455,357946540,Adria,452,651,el Poble Sec,41.37196,2.1659,Private room,1,,33,360,,,,,2025-09-15,,professional,No license
1058013607745905139,357946540,Adria,452,651,la Dreta de l'Eixample,41.38883205123779,2.1639580893510355,Private room,1,39.0,33,360,,,,,2025-09-15,39.0,professional,No license
1058025687840751381,357946540,Adria,452,651,l'Antiga Esquerra de l'Eixample,41.39233,2.14934,Private room,1,29.0,33,360,5.0,5.0,5.0,,2025-09-15,29.0,professional,No license
1058039037403588973,357946540,Adria,452,651,el Poble Sec,41.37261300550974,2.1660561269246097,Private room,1,,33,360,4.0,5.0,4.0,,2025-09-15,,professional,No license
1059085692165993921,14655227,Goda,2,2,el Poble Sec,41.37419153567078,2.161613367497921,Private room,1,40.0,32,365,,,,,2025-09-15,40.0,professional,No license
1059511048187489392,62104457,Rosella,3,5,Sant Antoni,41.3802168578132,2.16326243979229,Private room,1,61.0,1,365,4.83,4.68,4.69,Exempt,2025-09-15,61.0,professional,Exempt
1060045997691420702,553949593,María Teresa,1,1,la Dreta de l'Eixample,41.39711297462864,2.1754986331017823,Entire home/apt,6,250.0,3,1125,4.97,4.97,4.74,HUTB-076361,2025-09-15,41.67,individual,Licensed
1060185434098925638,412411025,Rosa,9,15,Hostafrancs,41.37603661613212,2.141278020684573,Entire home/apt,4,70.0,32,333,4.5,5.0,4.0,Exempt,2025-09-14,17.5,professional,Exempt
1060195723322446044,357946540,Adria,452,651,Sant Antoni,41.38029,2.1564,Private room,1,,33,360,,,,,2025-09-15,,professional,No license
1060199169045320049,190835247,Marco,1,1,Verdun,41.44129,2.17392,Private room,2,58.0,2,3,4.79,4.58,4.63,Exempt,2025-09-14,29.0,individual,Exempt
1060210075184138004,357946540,Adria,452,651,Sant Antoni,41.37833,2.15485,Private room,1,,33,360,,,,,2025-09-15,,professional,No license
1060215043959063014,357946540,Adria,452,651,Sant Antoni,41.38006,2.1565,Private room,1,,33,360,,,,,2025-09-15,,professional,No license
1060226401655826135,357946540,Adria,452,651,Sant Antoni,41.37887,2.15676,Private room,1,,33,360,,,,,2025-09-15,,professional,No license
1060233257719389004,357946540,Adria,452,651,Sant Antoni,41.37865,2.15471,Private room,1,35.0,33,360,5.0,5.0,4.0,,2025-09-15,35.0,professional,No license
1060243740538674801,357946540,Adria,452,651,Sant Gervasi - Galvany,41.40234,2.13792,Private room,1,,33,360,5.0,5.0,5.0,,2025-09-15,,professional,No license
1060266404133622778,540456518,Pierre Et Vacances,893,927,Sants - Badal,41.37508930554593,2.1236785360173327,Entire home/apt,2,9059.0,1,1125,3.0,3.0,3.0,HUTB-005413,2025-09-15,4529.5,professional,Licensed
1060266644272581285,540456518,Pierre Et Vacances,893,927,Sants - Badal,41.37639914656927,2.124108220256507,Entire home/apt,4,9059.0,1,1125,5.0,5.0,5.0,HUTB-005526,2025-09-15,2264.75,professional,Licensed
1060266855327829744,540456518,Pierre Et Vacances,893,927,Sants - Badal,41.37582,2.12346,Entire home/apt,5,9059.0,1,1125,5.0,5.0,5.0,HUTB-005414,2025-09-15,1811.8,professional,Licensed
1060268743089157821,540456518,Pierre Et Vacances,893,927,Sants - Badal,41.37470328889609,2.124155645374804,Entire home/apt,4,9059.0,1,1125,4.25,4.5,3.25,HUTB-005412,2025-09-15,2264.75,professional,Licensed
1060268922575833797,357946540,Adria,452,651,el Poble Sec,41.37385890650812,2.165830592769937,Private room,1,,33,360,,,,,2025-09-15,,professional,No license
1060269132463394954,513930737,Oli,1,1,Sant Gervasi - Galvany,41.39557,2.14422,Private room,2,90.0,3,365,5.0,5.0,4.5,Exempt,2025-09-15,45.0,individual,Exempt
1060275016440848732,357946540,Adria,452,651,el Poble Sec,41.37386132244736,2.1638389029664893,Private room,1,29.0,33,360,,,,,2025-09-15,29.0,professional,No license
1060275018153064999,9400556,Loca Bcn,140,178,el Poble Sec,41.37404,2.15577,Entire home/apt,3,69.0,1,1125,4.56,4.61,4.22,ESFCTU00000806900100377100000000000000HUTB-073258-341,2025-09-15,23.0,professional,Licensed
1060422657871604333,299462,Stay U-Nique,282,428,Sant Antoni,41.382819,2.160485,Entire home/apt,7,,3,365,4.51,4.93,4.3,HUTB-007715,2025-09-15,,professional,Licensed
1060455657445139058,263406860,Enrique,16,26,la Dreta de l'Eixample,41.38945049019385,2.175542894066368,Entire home/apt,7,186.0,3,365,4.62,4.87,4.65,ESFCTU00000805400017231300000000000000000HUTB-0022848,2025-09-15,26.57,professional,Licensed
1060616119496133117,3556337,Alejandro,84,89,la Vila de Gràcia,41.4063207,2.1517966,Entire home/apt,4,154.0,1,365,4.7,4.82,4.55,HUTB-002440,2025-09-15,38.5,professional,Licensed
1060737326838100297,346367515,Ukio,904,966,Sant Gervasi - la Bonanova,41.40336600788457,2.134870978841945,Entire home/apt,6,234.0,32,330,,,,ESFCNT00000805900039617200000000000000000000000000009,2025-09-14,39.0,professional,Licensed
1060745039438068628,115783949,Rosa María,26,99,"Sant Pere, Santa Caterina i la Ribera",41.38582000076523,2.178401484790141,Entire home/apt,4,64.0,31,130,5.0,5.0,5.0,Exempt,2025-09-15,16.0,professional,Exempt
1060821612466718044,538718535,Kade,2,4,el Raval,41.37949,2.17274,Private room,2,101.0,2,50,4.74,4.77,4.69,Exempt,2025-09-15,50.5,professional,Exempt
1060943547588789074,390498837,Kris,1,4,el Poblenou,41.4018164,2.2006204,Private room,1,26.0,31,365,,,,,2025-09-15,26.0,professional,No license
1060964763470278399,357946540,Adria,452,651,el Poble Sec,41.37233,2.16563,Private room,1,,33,360,5.0,5.0,3.0,,2025-09-15,,professional,No license
1060973663929221569,357946540,Adria,452,651,el Poble Sec,41.372572616825,2.1658100433929666,Private room,1,,33,360,,,,,2025-09-15,,professional,No license
1060981834198950580,357946540,Adria,452,651,el Poble Sec,41.37329351297832,2.166152671118896,Private room,2,,33,360,,,,,2025-09-15,,professional,No license
1060987254938337270,1310304,Luis,47,161,la Font de la Guatlla,41.36970262238084,2.1465395464117054,Private room,1,23.0,32,300,5.0,5.0,4.75,,2025-09-14,23.0,professional,No license
1061362033095242814,551955572,Angie,4,6,el Barri Gòtic,41.38438,2.17489,Entire home/apt,2,70.0,32,365,5.0,5.0,4.8,,2025-09-15,35.0,professional,No license
1061376084292480026,551955572,Angie,4,6,"Sant Pere, Santa Caterina i la Ribera",41.38937,2.18109,Entire home/apt,2,55.0,32,365,4.8,5.0,4.4,,2025-09-15,27.5,professional,No license
1061420172605130962,551826053,Alex,8,10,"Sant Pere, Santa Caterina i la Ribera",41.38922,2.18016,Entire home/apt,2,50.0,32,365,4.33,4.67,4.33,,2025-09-15,25.0,professional,No license
1061444718722174096,551826053,Alex,8,10,"Sant Pere, Santa Caterina i la Ribera",41.38955,2.17689,Entire home/apt,2,78.0,32,365,4.6,4.6,4.2,,2025-09-15,39.0,professional,No license
1061489678596771417,142418483,Joan,16,23,l'Antiga Esquerra de l'Eixample,41.38494,2.15778,Entire home/apt,4,,5,365,5.0,4.95,4.86,HUTB-003431,2025-09-15,,professional,Licensed
