id_anuncio,id_host,nombre_host,cantidad_anuncios_host,cantidad_total_anuncios_host,barrio,latitud,longitud,tipo_alojamiento,capacidad,precio,noches_minimas,noches_maximas,puntuacion_general,puntuacion_ubicacion,puntuacion_valor,licencia,last_scraped,precio_por_persona,tipo_host,tipo_licencia
18674,71615,Mireia,41,46,la Sagrada Família,41.40556,2.17262,Entire home/apt,8,210.0,1,1125,4.34,4.82,4.32,ESFCTU000008058000039706000000000000000HUTB-002062349,2025-09-15,26.25,professional,Licensed
23197,90417,Etain (Marnie),6,9,el Besòs i el Maresme,41.41243172529066,2.219750335269476,Entire home/apt,5,285.0,3,32,4.82,4.66,4.68,ESFCTU000008106000547162000000000000000000HUTB0050572,2025-09-14,57.0,professional,Licensed
32711,135703,Nick,3,15,el Camp d'en Grassot i Gràcia Nova,41.40566,2.17015,Entire home/apt,6,170.0,1,31,4.46,4.89,4.47,HUTB-001722,2025-09-15,28.33,professional,Licensed
34241,73163,Andres,5,5,el Barri Gòtic,41.38062,2.17517,Entire home/apt,2,110.0,31,180,4.36,4.73,4.23,Exempt,2025-09-15,55.0,professional,Exempt
34981,73163,Andres,5,5,el Barri Gòtic,41.37978,2.17623,Entire home/apt,9,333.0,5,365,4.57,4.65,4.46,ESFCTU000008119000093652000000000000000HUTB-001506712,2025-09-15,37.0,professional,Licensed
36763,158596,Ester,1,1,la Barceloneta,41.38043,2.19094,Private room,1,,31,65,4.79,4.92,4.82,,2025-09-15,,individual,No license
40983,177617,Joaquin,7,16,la Dreta de l'Eixample,41.39631,2.16832,Entire home/apt,4,204.0,2,364,4.53,4.9,4.51,HUTB-001282,2025-09-15,51.0,professional,Licensed
49968,135703,Nick,3,15,el Camp d'en Grassot i Gràcia Nova,41.4057,2.17016,Entire home/apt,6,170.0,1,31,4.62,4.89,4.57,HUTB-001723,2025-09-15,28.33,professional,Licensed
68547,340570,Audun,2,5,el Barri Gòtic,41.3806,2.17796,Entire home/apt,4,128.0,31,730,4.75,4.9,4.67,,2025-09-15,32.0,professional,No license
71520,366428,Ariadna,1,2,Vallcarca i els Penitents,41.41841,2.13307,Entire home/apt,9,315.0,5,28,5.0,4.0,5.0,HUTB-007966,2025-09-14,35.0,professional,Licensed
71553,366654,Watermelon Barcelona Apartments,2,18,la Dreta de l'Eixample,41.39705,2.17469,Entire home/apt,2,199.0,2,91,4.23,4.57,4.13,HUTB-002424,2025-09-15,99.5,professional,Licensed
71736,368317,Nacharosa,8,13,el Raval,41.38174,2.16663,Entire home/apt,4,70.0,31,730,3.88,4.25,3.75,,2025-09-15,17.5,professional,No license
72436,375625,Xavier,6,9,el Poblenou,41.39909,2.20733,Entire home/apt,3,272.0,1,28,4.73,4.8,4.51,HUTB-000173,2025-09-15,90.67,professional,Licensed
75411,400154,Mireia,10,10,el Clot,41.40682,2.18649,Entire home/apt,3,153.0,3,330,4.5,4.79,4.42,ESFCTU00000807300091781600000000000000000HUTB-0000835,2025-09-14,51.0,professional,Licensed
80004,431839,Xavier,1,1,el Poble Sec,41.37371,2.16706,Entire home/apt,5,126.0,5,1125,4.69,4.73,4.64,HUTB-004026,2025-09-15,25.2,individual,Licensed
83283,700165,Wonderful Barcelona,4,6,Sant Antoni,41.38237,2.16146,Private room,2,82.0,3,365,4.38,4.84,4.32,,2025-09-15,41.0,professional,No license
89776,3556337,Alejandro,84,89,la Dreta de l'Eixample,41.39224,2.17806,Entire home/apt,3,180.0,1,365,4.78,4.94,4.71,HUTB-002215,2025-09-15,60.0,professional,Licensed
110041,396363,Alcam Apartments,118,133,el Camp d'en Grassot i Gràcia Nova,41.40271,2.16646,Entire home/apt,4,94.0,1,1125,4.28,4.71,4.13,ESFCTU000008057000631118000000000000000HUTB-003671797,2025-09-15,23.5,professional,Licensed
112538,567180,Sandra,7,20,la Sagrada Família,41.40653,2.1746,Entire home/apt,8,437.0,1,32,4.47,4.85,4.44,HUTB-000333,2025-09-15,54.62,professional,Licensed
128463,635253,Sebastian,1,1,Sants,41.37155,2.13664,Entire home/apt,2,140.0,3,1125,4.85,4.73,4.8,ESFCTU00000806500059196700000000000000000HUTB-0126036,2025-09-14,70.0,individual,Licensed
135513,664196,Teresa,1,2,el Poblenou,41.39787,2.20429,Entire home/apt,6,175.0,1,330,4.72,4.87,4.63,HUTb-005204,2025-09-15,29.17,professional,Licensed
136670,610674,Maria,3,8,Pedralbes,41.38832,2.12201,Private room,1,45.0,32,1125,4.63,4.8,4.62,,2025-09-14,45.0,professional,No license
144471,700165,Wonderful Barcelona,4,6,Sant Antoni,41.38189,2.15857,Private room,2,81.0,3,365,4.34,4.64,4.11,,2025-09-15,40.5,professional,No license
147275,711907,Antuan,2,2,el Guinardó,41.42337,2.1749,Private room,1,17.0,31,1125,4.27,4.59,4.38,Exempt,2025-09-14,17.0,professional,Exempt
171646,400154,Mireia,10,10,el Clot,41.40671,2.18592,Entire home/apt,4,154.0,3,330,4.84,4.82,4.62,ESFCTU00000807300091789200000000000000000HUTB-0046639,2025-09-14,38.5,professional,Licensed
171816,400154,Mireia,10,10,el Clot,41.40681,2.18553,Entire home/apt,3,154.0,3,330,4.77,4.82,4.6,ESFCTU00000807300091788500000000000000000HUTB-0046648,2025-09-14,51.33,professional,Licensed
174382,567180,Sandra,7,20,la Sagrada Família,41.40653,2.17455,Entire home/apt,8,319.0,32,32,4.52,4.85,4.5,HUTB000327,2025-09-15,39.88,professional,Licensed
188267,366654,Watermelon Barcelona Apartments,2,18,la Dreta de l'Eixample,41.39316177368164,2.175757884979248,Entire home/apt,6,339.0,2,90,4.68,4.82,4.5,hutb-005119,2025-09-15,56.5,professional,Licensed
196021,953719,Julia,2,11,l'Antiga Esquerra de l'Eixample,41.38842,2.16108,Entire home/apt,8,463.0,2,60,4.95,4.94,4.91,HUTB-005067,2025-09-15,57.88,professional,Licensed
197267,632830,"M Angeles, Federico",3,15,la Vila de Gràcia,41.40661,2.15115,Entire home/apt,3,41.0,31,300,4.54,4.71,4.52,,2025-09-15,13.67,professional,No license
198958,971768,Akira Flats,15,39,Diagonal Mar i el Front Marítim del Poblenou,41.40805,2.21487,Entire home/apt,8,500.0,2,365,4.73,4.82,4.66,ESFCTU00000807200054412100000000000000000HUTB-0009269,2025-09-14,62.5,professional,Licensed
206122,1013855,Alejandro,6,13,la Vila de Gràcia,41.39877,2.15887,Entire home/apt,4,191.0,4,180,4.75,4.91,4.73,ESFCTU00000806600003878000000000000000000HUTB-0043159,2025-09-15,47.75,professional,Licensed
206167,1014050,Minerva,2,2,el Poble Sec,41.3724,2.1648,Entire home/apt,2,156.0,3,365,4.9,4.89,4.81,HUTB-009804,2025-09-15,78.0,professional,Licensed
209673,1033366,Elena,1,1,la Vila de Gràcia,41.398,2.1553,Entire home/apt,4,129.0,2,120,4.8,4.92,4.76,ESFCTU00000806600040818700000000000000000HUTB-0109321,2025-09-15,32.25,individual,Licensed
234375,1227290,Francesca,1,1,el Fort Pienc,41.39970016479492,2.1748878955841064,Entire home/apt,3,236.0,7,30,4.73,4.86,4.49,HUTB-003754,2025-09-15,78.67,individual,Licensed
241614,1184485,Nacho,1,1,el Barri Gòtic,41.37918,2.17733,Entire home/apt,4,101.0,31,320,4.8,4.86,4.71,,2025-09-15,25.25,individual,No license
242335,297885449,ByMonths,20,43,la Barceloneta,41.38113,2.18897,Entire home/apt,4,92.0,60,1125,4.33,5.0,4.0,,2025-09-15,23.0,professional,No license
252232,1298586,Cristian,140,142,Sant Martí de Provençals,41.41626,2.20149,Entire home/apt,6,257.0,2,400,4.54,4.45,4.39,HUTB-009465,2025-09-14,42.83,professional,Licensed
255195,1310304,Luis,47,161,el Raval,41.3817,2.17195,Entire home/apt,4,50.0,32,330,4.35,4.7,4.11,,2025-09-15,12.5,professional,No license
256354,1348378,Lidia,2,3,Vallcarca i els Penitents,41.413368225097656,2.138876914978028,Private room,1,30.0,31,1125,4.81,4.76,4.86,,2025-09-14,30.0,professional,No license
265491,1392322,Kitty,1,2,la Barceloneta,41.37722,2.18944,Private room,1,60.0,31,40,4.57,4.91,4.54,,2025-09-14,60.0,professional,No license
268017,1405013,Midtown,14,14,la Dreta de l'Eixample,41.39268,2.17214,Entire home/apt,6,365.0,2,180,4.59,4.87,4.55,HUTB-004071,2025-09-15,60.83,professional,Licensed
268022,1405013,Midtown,14,14,la Dreta de l'Eixample,41.39184,2.17146,Entire home/apt,6,423.0,2,180,4.7,4.88,4.57,HUTB-004072,2025-09-15,70.5,professional,Licensed
269467,1411775,Jeremies,4,8,la Sagrada Família,41.40181,2.1761,Entire home/apt,2,170.0,7,760,4.79,4.84,4.69,HUTB-001129,2025-09-15,85.0,professional,Licensed
272282,1425070,Mar,1,1,l'Antiga Esquerra de l'Eixample,41.38347,2.15802,Entire home/apt,8,,4,100,4.92,4.84,4.8,HUTB003208,2025-09-15,,individual,Licensed
273229,1429552,Marta,1,8,Sant Antoni,41.3778,2.1582,Entire home/apt,2,156.0,6,1125,4.66,4.79,4.56,HUTB-004121,2025-09-15,78.0,professional,Licensed
273932,1432835,Angel,45,46,l'Antiga Esquerra de l'Eixample,41.3895,2.15769,Entire home/apt,4,208.0,3,365,4.73,4.9,4.65,ESFCTU00000805600009877800000000000000000HUTB-0041843,2025-09-15,52.0,professional,Licensed
274156,1447144,Jacob,426,618,el Poble Sec,41.37314,2.16789,Entire home/apt,6,173.0,3,330,3.5,4.5,3.0,ESFCTU00000806900024325300000000000000000HUTB-0002190,2025-09-15,28.83,professional,Licensed
275336,1435464,Jaume,15,34,la Nova Esquerra de l'Eixample,41.38306672940918,2.1551754500947617,Entire home/apt,6,236.0,1,1125,4.69,4.81,4.59,HUTB-012040,2025-09-15,39.33,professional,Licensed
275346,1435464,Jaume,15,34,Sarrià,41.39175721131073,2.125056260360505,Entire home/apt,6,266.0,1,1125,4.76,4.7,4.54,HUTB-012910,2025-09-14,44.33,professional,Licensed
275350,1435464,Jaume,15,34,el Raval,41.38099,2.17213,Entire home/apt,5,,1,1125,4.56,4.79,4.5,Exempt,2025-09-15,,professional,Exempt
283231,1475411,Francesco,1,1,el Parc i la Llacuna del Poblenou,41.39086,2.18803,Entire home/apt,4,156.0,7,120,4.93,4.94,4.79,HUTB-005731,2025-09-15,39.0,individual,Licensed
288034,1447144,Jacob,426,618,la Nova Esquerra de l'Eixample,41.38839,2.15019,Entire home/apt,2,,30,1125,4.65,4.63,4.53,HUTB-000166,2025-09-15,,professional,Licensed
290535,1447144,Jacob,426,618,"Sant Pere, Santa Caterina i la Ribera",41.38493,2.1809,Entire home/apt,6,240.0,32,330,4.91,5.0,4.82,ESFCNT00000811900012192800000000000000000000000000001,2025-09-15,40.0,professional,Licensed
291160,1447144,Jacob,426,618,la Vila Olímpica del Poblenou,41.39383,2.19813,Entire home/apt,5,380.0,31,365,4.88,4.67,4.83,,2025-09-15,76.0,professional,No license
295200,612665,Zarzosa,6,11,la Vila de Gràcia,41.40697,2.16106,Entire home/apt,3,202.0,3,150,4.71,4.85,4.64,HUTB-012627,2025-09-15,67.33,professional,Licensed
315769,1994100,Marcello,3,3,el Camp d'en Grassot i Gràcia Nova,41.40466,2.17147,Entire home/apt,5,140.0,3,90,4.84,4.93,4.62,ESFCTU00000805800051788400000000000000000HUTB-0020639,2025-09-15,28.0,professional,Licensed
320506,1642180,The Loft,1,3,el Poble Sec,41.37195,2.16936,Entire home/apt,2,111.0,3,365,4.77,4.71,4.7,hutb-004655,2025-09-15,55.5,professional,Licensed
330745,768692,Robert,1,2,la Vila Olímpica del Poblenou,41.38966,2.1958,Entire home/apt,4,220.0,31,365,4.62,4.94,4.47,,2025-09-14,55.0,professional,No license
330766,1687524,Virginia,2,2,la Dreta de l'Eixample,41.39076,2.17503,Entire home/apt,3,196.0,5,1125,4.89,4.98,4.83,HUTB-003905,2025-09-15,65.33,professional,Licensed
330957,893805,Phil And Fiona,12,24,la Dreta de l'Eixample,41.39782414629114,2.170576755958843,Entire home/apt,5,182.0,2,1125,4.79,4.84,4.7,HUTB-010749,2025-09-15,36.4,professional,Licensed
331026,440881,Lee,3,4,Sant Antoni,41.37793,2.15978,Private room,2,59.0,3,6,4.65,4.84,4.72,,2025-09-15,29.5,professional,No license
337755,1716315,Marc,2,12,la Vila Olímpica del Poblenou,41.39253234863281,2.19325590133667,Entire home/apt,4,266.0,1,365,4.68,4.86,4.31,HUTB-002887,2025-09-14,66.5,professional,Licensed
341563,1447144,Jacob,426,618,les Corts,41.3826,2.13075,Entire home/apt,2,140.0,32,330,5.0,5.0,5.0,,2025-09-14,70.0,professional,No license
343861,1744516,Silvia & Luís,41,58,la Dreta de l'Eixample,41.39993,2.16536,Entire home/apt,4,186.0,3,1125,4.41,4.73,4.16,ESHFTU00000805700055108900600000000000000HUTB-0074479,2025-09-15,46.5,professional,Licensed
343864,1744516,Silvia & Luís,41,58,la Vila de Gràcia,41.40735,2.15885,Entire home/apt,7,187.0,3,1125,4.49,4.86,4.25,ESHFTU00000805700043268500700000000000000HUTB-0098986,2025-09-15,26.71,professional,Licensed
343866,1744516,Silvia & Luís,41,58,la Vila de Gràcia,41.40399,2.15565,Entire home/apt,7,252.0,3,1125,4.48,4.9,4.38,ESHFTU00000805700043268500400000000000000HUTB-0085729,2025-09-15,36.0,professional,Licensed
345129,1238225,Lucia,1,3,el Barri Gòtic,41.38512,2.17129,Private room,3,70.0,31,120,4.58,4.97,4.66,,2025-09-15,23.33,professional,No license
347824,1447144,Jacob,426,618,la Barceloneta,41.3764,2.19102,Entire home/apt,3,,2,330,4.0,5.0,4.0,HUTB-076700,2025-09-15,,professional,Licensed
351395,1435464,Jaume,15,34,el Fort Pienc,41.39271,2.17974,Entire home/apt,6,299.0,1,1125,4.61,4.77,4.41,HUTB-009578,2025-09-15,49.83,professional,Licensed
352772,1786501,Fidel,7,11,la Nova Esquerra de l'Eixample,41.38184,2.15119,Entire home/apt,4,186.0,2,30,4.76,4.76,4.59,ESFCTU000008067000117406000000000000000000HUTB0052712,2025-09-14,46.5,professional,Licensed
353640,1791076,Marta,2,2,"Sant Pere, Santa Caterina i la Ribera",41.38422,2.18412,Entire home/apt,6,220.0,1,730,4.56,4.97,4.54,ESFCTU00000811900019091700000000000000HUTB-002534-533,2025-09-15,36.67,professional,Licensed
357576,1809535,Silvia,2,3,la Vila de Gràcia,41.40508,2.15491,Entire home/apt,3,287.0,1,10,4.91,4.96,4.86,ESFCTU00000806600051969200000000000000HUTB-001176-358,2025-09-14,95.67,professional,Licensed
359841,1820272,Rosa,5,17,Diagonal Mar i el Front Marítim del Poblenou,41.40502,2.20802,Entire home/apt,4,152.0,2,1125,4.69,4.67,4.64,ESFCTU00000807200035647200000000000000000HUTB-0039129,2025-09-15,38.0,professional,Licensed
364030,1839136,Mires,1,2,Sant Antoni,41.375553476091895,2.1625359295673867,Entire home/apt,4,166.0,2,35,4.66,4.8,4.55,HUTB-001094,2025-09-15,41.5,professional,Licensed
365911,1260560,Ralph,4,5,la Nova Esquerra de l'Eixample,41.37911,2.15356,Entire home/apt,5,256.0,1,1125,4.68,4.84,4.55,ESFCTU00000806700052893600000000000000000HUTB-0041122,2025-09-14,51.2,professional,Licensed
370665,1447144,Jacob,426,618,"Sant Pere, Santa Caterina i la Ribera",41.38545,2.18117,Entire home/apt,6,240.0,32,330,4.8,5.0,5.0,ESFCNT00000811900012192800000000000000000000000000001,2025-09-15,40.0,professional,Licensed
373667,1447144,Jacob,426,618,el Barri Gòtic,41.38148,2.18123,Entire home/apt,3,250.0,1,330,4.8,5.0,4.6,ESFCTU00000811900005761600000000000000HUTB-076698-539,2025-09-15,83.33,professional,Licensed
384063,1447144,Jacob,426,618,la Dreta de l'Eixample,41.39639,2.17641,Entire home/apt,6,238.0,1,330,3.75,4.25,3.75,ESFCTU00000807300019823900000000000000000HUTB-0024220,2025-09-15,39.67,professional,Licensed
384464,674212,Juanmi,5,6,la Dreta de l'Eixample,41.38992,2.16974,Entire home/apt,2,800.0,3,360,4.97,5.0,4.92,HUTB-011183,2025-09-15,400.0,professional,Licensed
385049,3775349,Alicia,1,16,"Sant Pere, Santa Caterina i la Ribera",41.38203,2.18362,Entire home/apt,6,555.0,2,60,4.63,4.9,4.54,HUTB-000828,2025-09-15,92.5,professional,Licensed
393717,1968590,Manel,6,15,el Raval,41.3795,2.16568,Entire home/apt,4,160.0,3,31,4.48,4.61,4.5,ESHFTU00000805600035620500200000000000000HUTB-0029758,2025-09-15,40.0,professional,Licensed
399772,1995385,Ana,3,7,la Nova Esquerra de l'Eixample,41.38268,2.15044,Entire home/apt,2,179.0,2,7,4.86,4.77,4.73,HUTB-001948,2025-09-14,89.5,professional,Licensed
402369,1447144,Jacob,426,618,el Barri Gòtic,41.38035,2.17821,Entire home/apt,5,211.0,2,330,4.29,4.45,4.18,ESFCTU00000811900020757800000000000000000HUTB-0780063,2025-09-15,42.2,professional,Licensed
408599,2034854,Roger,1,1,el Poble Sec,41.37374,2.15852,Entire home/apt,7,118.0,1,365,4.65,4.84,4.6,HUTB-006818,2025-09-15,16.86,individual,Licensed
417239,2074943,Kris,1,1,la Vila de Gràcia,41.40413,2.15692,Entire home/apt,4,126.0,30,1125,4.72,4.86,4.6,Exempt,2025-09-15,31.5,individual,Exempt
424137,2108468,Pau,9,14,el Barri Gòtic,41.37973,2.17458,Entire home/apt,5,294.0,1,365,4.71,4.87,4.65,ESFCTU00000811900022939600000000000000000HUTB-0009449,2025-09-15,58.8,professional,Licensed
424294,1447144,Jacob,426,618,"Sant Pere, Santa Caterina i la Ribera",41.3884,2.17936,Entire home/apt,4,250.0,2,1125,5.0,5.0,4.33,HUTB-002791,2025-09-15,62.5,professional,Licensed
425639,2116153,Victor/Paula,1,1,el Putxet i el Farró,41.40864,2.14557,Entire home/apt,8,652.0,2,1125,4.85,4.78,4.64,HUTB-007016,2025-09-15,81.5,individual,Licensed
432482,898600,Andre,3,3,la Dreta de l'Eixample,41.39144,2.16128,Entire home/apt,4,292.0,1,1125,4.85,4.96,4.77,HUTB-005602,2025-09-15,73.0,professional,Licensed
438102,2176121,Rosa María,2,2,el Fort Pienc,41.39829,2.1812,Private room,1,45.0,31,1125,4.8,4.83,4.76,,2025-09-15,45.0,professional,No license
439057,2181314,Javier,1,6,la Vila de Gràcia,41.40002,2.1579,Entire home/apt,6,150.0,2,30,4.66,4.92,4.66,HUTB012497,2025-09-15,25.0,professional,Licensed
443110,2201772,Mercedes Heritage,8,16,l'Antiga Esquerra de l'Eixample,41.3879153,2.1522402,Entire home/apt,3,,1,365,4.58,4.67,4.41,ESHFTU00000806000017771500100000000000000HUTB-0097613,2025-09-15,,professional,Licensed
443222,2202284,Johanna,22,27,la Sagrada Família,41.40998,2.17553,Entire home/apt,5,171.0,4,1124,4.66,4.81,4.59,HUTB-002983,2025-09-15,34.2,professional,Licensed
443909,2204578,Francesca,1,1,el Barri Gòtic,41.37733,2.17651,Private room,1,35.0,31,62,4.79,4.91,4.76,,2025-09-15,35.0,individual,No license
449854,1267680,Victor,4,8,"Sant Pere, Santa Caterina i la Ribera",41.38734,2.18018,Entire home/apt,3,,4,1125,4.68,4.84,4.4,ESFCTU00000805400005855600000000000000000HUTB-0023700,2025-09-15,,professional,Licensed
449999,1267680,Victor,4,8,la Dreta de l'Eixample,41.38946,2.17593,Entire home/apt,3,164.0,4,1124,4.7,4.92,4.48,HUTB-004205,2025-09-15,54.67,professional,Licensed
451758,1267680,Victor,4,8,el Raval,41.38139,2.16692,Entire home/apt,4,127.0,4,1125,4.79,4.72,4.6,ESFCTU00000805600067602000000000000000000HUTB-0030917,2025-09-15,31.75,professional,Licensed
457195,1405013,Midtown,14,14,la Dreta de l'Eixample,41.39195,2.1714,Entire home/apt,6,359.0,2,365,4.47,4.77,4.45,HUTB-004073,2025-09-15,59.83,professional,Licensed
462062,16569867,Lola,1,2,la Nova Esquerra de l'Eixample,41.37850578093848,2.151792572674604,Private room,2,119.0,3,730,4.86,4.79,4.71,,2025-09-14,59.5,professional,No license
469157,340570,Audun,2,5,el Barri Gòtic,41.38046,2.17822,Entire home/apt,4,177.0,31,1125,4.46,4.73,4.32,,2025-09-15,44.25,professional,No license
469177,1432835,Angel,45,46,el Poble Sec,41.37501,2.16009,Entire home/apt,8,258.0,3,1124,4.55,4.77,4.57,Hutb-002619,2025-09-15,32.25,professional,Licensed
469710,1995385,Ana,3,7,la Dreta de l'Eixample,41.396084,2.168906,Entire home/apt,2,134.0,2,11,4.75,4.91,4.56,HUTB-000381,2025-09-15,67.0,professional,Licensed
472062,2337603,Rosa,4,7,la Vila de Gràcia,41.39822,2.16081,Entire home/apt,4,203.0,4,1125,4.91,4.98,4.78,HUTB-213958,2025-09-15,50.75,professional,Licensed
473395,2337603,Rosa,4,7,Sant Gervasi - Galvany,41.39871,2.15292,Entire home/apt,4,243.0,3,365,4.83,4.84,4.69,HUTB-368708,2025-09-15,60.75,professional,Licensed
473459,2337603,Rosa,4,7,la Vila de Gràcia,41.3990403,2.1527793,Entire home/apt,5,225.0,4,365,4.91,4.85,4.73,HUTB-025983,2025-09-15,45.0,professional,Licensed
477256,2365702,David,5,6,el Parc i la Llacuna del Poblenou,41.40248,2.19668,Private room,1,10.0,1,150,4.68,4.7,4.7,,2025-09-15,10.0,professional,No license
481739,2320210,Maria,40,111,la Dreta de l'Eixample,41.39696,2.16652,Entire home/apt,4,188.0,1,1125,4.69,4.96,4.54,ESFCTU00000805400017821600000000000000000HUTB-0010805,2025-09-15,47.0,professional,Licensed
487233,6907539,Jud,4,17,el Poble Sec,41.37243,2.16542,Entire home/apt,2,247.0,5,18,4.96,4.84,4.85,ESFCTU00000806900034693000000000000000000HUTB-0096676,2025-09-15,123.5,professional,Licensed
490517,2320210,Maria,40,111,el Camp d'en Grassot i Gràcia Nova,41.40385,2.1691,Entire home/apt,5,164.0,1,1125,4.32,4.74,4.12,ESFCTU00000805800008492800000000000000000HUTB-0035228,2025-09-15,32.8,professional,Licensed
490803,2320210,Maria,40,111,la Sagrada Família,41.40347,2.17157,Entire home/apt,4,225.0,1,1125,4.45,4.86,4.37,HUTB-002111,2025-09-15,56.25,professional,Licensed
493122,2365702,David,5,6,el Parc i la Llacuna del Poblenou,41.4016,2.19424,Private room,1,72.0,5,1125,4.67,4.68,4.64,,2025-09-14,72.0,professional,No license
498416,1310304,Luis,47,161,el Barri Gòtic,41.38355,2.17156,Entire home/apt,3,,32,330,3.91,4.86,3.93,,2025-09-15,,professional,No license
502436,2262273,Maria Rosa,31,131,el Barri Gòtic,41.37948,2.17666,Entire home/apt,4,,32,160,5.0,5.0,4.75,,2025-09-15,,professional,No license
503765,2484443,Jordi,1,1,la Dreta de l'Eixample,41.39795,2.17166,Entire home/apt,3,182.0,5,30,4.91,4.95,4.8,HUTB-005663,2025-09-15,60.67,individual,Licensed
504657,1447144,Jacob,426,618,"Sant Pere, Santa Caterina i la Ribera",41.38467,2.18016,Entire home/apt,6,208.0,2,330,4.75,4.75,4.25,ESFCTU00000805400004868700000000000000000HUTB-0001924,2025-09-15,34.67,professional,Licensed
507667,2176121,Rosa María,2,2,el Fort Pienc,41.39774,2.18218,Private room,2,59.0,31,1125,4.91,4.91,4.92,Exempt,2025-09-14,29.5,professional,Exempt
508212,2504689,Caroline,2,2,l'Antiga Esquerra de l'Eixample,41.39161,2.15782,Entire home/apt,2,197.0,6,91,4.91,4.95,4.76,ESFCTU00000805600023095600000000000000000HUTB-0038313,2025-09-15,98.5,professional,Licensed
510923,2517389,Sara,2,2,el Congrés i els Indians,41.42257,2.18047,Entire home/apt,3,180.0,7,1125,4.64,4.56,4.69,HUTB-008605,2025-09-14,60.0,professional,Licensed
511739,1447144,Jacob,426,618,la Sagrada Família,41.40376,2.17292,Entire home/apt,5,250.0,1,1125,4.2,4.71,3.71,ESFCTU00000807300023784600000000000000000HUTB-0019231,2025-09-15,50.0,professional,Licensed
512387,1447144,Jacob,426,618,la Sagrada Família,41.40187,2.1729,Entire home/apt,5,250.0,2,330,4.75,5.0,4.5,ESFCTU00000807300023784600000000000000000HUTB-0019156,2025-09-15,50.0,professional,Licensed
512666,488117,David Y Maria,5,9,el Raval,41.37779,2.16729,Entire home/apt,6,218.0,6,600,4.67,4.49,4.45,ESHFTU00000805600069091000200000000000000HUTB-0038723,2025-09-15,36.33,professional,Licensed
512737,488117,David Y Maria,5,9,el Raval,41.37701,2.16663,Entire home/apt,5,164.0,6,60,4.84,4.74,4.64,ESHFTU00000805600043118600100000000000000HUTB-0038760,2025-09-15,32.8,professional,Licensed
513825,1093718,Alexey,14,16,el Fort Pienc,41.40012,2.1756,Entire home/apt,6,350.0,2,365,4.71,4.8,4.6,HUTB-006895,2025-09-15,58.33,professional,Licensed
517407,1093718,Alexey,14,16,el Fort Pienc,41.4003,2.17502,Entire home/apt,8,408.0,2,360,4.71,4.75,4.71,HUTB-006817,2025-09-15,51.0,professional,Licensed
519494,2556699,Ernest,1,4,la Vila Olímpica del Poblenou,41.39095,2.1964,Entire home/apt,5,263.0,3,365,4.77,4.9,4.62,HUTB-000706,2025-09-14,52.6,professional,Licensed
519631,893805,Phil And Fiona,12,24,la Dreta de l'Eixample,41.39506,2.17308,Entire home/apt,8,330.0,2,60,4.81,4.88,4.79,HUTB-006291,2025-09-15,41.25,professional,Licensed
520389,1432835,Angel,45,46,l'Antiga Esquerra de l'Eixample,41.3888,2.15898,Entire home/apt,5,239.0,3,1125,4.63,4.86,4.62,ESFCTU00000805600087612300000000000000000HUTB-0038254,2025-09-15,47.8,professional,Licensed
522705,2570705,Pilar,2,2,la Dreta de l'Eixample,41.39646,2.17132,Entire home/apt,4,233.0,4,160,4.8,4.89,4.74,ESFCTU00000805400017115600000000000000HUTB-010903-963,2025-09-15,58.25,professional,Licensed
528979,2598629,Nextor,3,3,la Vila de Gràcia,41.39807,2.15483,Private room,2,45.0,31,90,4.73,4.94,4.68,,2025-09-15,22.5,professional,No license
531195,2608724,Stay Together Barcelona Apartments,5,6,Sant Antoni,41.37535,2.16727,Entire home/apt,11,397.0,3,45,4.95,4.85,4.86,ESHFTU00000806900013649401100000000000000HUTB-0049860,2025-09-15,36.09,professional,Licensed
534410,2626568,Caroline,1,1,el Fort Pienc,41.39877,2.17755,Entire home/apt,2,287.0,3,30,4.78,4.87,4.71,HUTB-012024,2025-09-15,143.5,individual,Licensed
534550,2608724,Stay Together Barcelona Apartments,5,6,Sant Antoni,41.37535,2.16727,Entire home/apt,9,336.0,3,90,4.97,4.83,4.87,ESHFTU00000806900013649400100000000000000HUTB-0022415,2025-09-15,37.33,professional,Licensed
537176,2638282,Fernando,1,1,Sant Antoni,41.38075,2.15804,Entire home/apt,4,161.0,3,30,4.86,4.9,4.83,ESFCTU00000806700072873200000000000000000HUTB-0048936,2025-09-15,40.25,individual,Licensed
546165,2685251,Leila,1,1,el Poblenou,41.39856,2.19701,Private room,2,,28,124,4.96,4.85,4.92,,2025-09-15,,individual,No license
548052,1447144,Jacob,426,618,la Sagrada Família,41.40263,2.17072,Entire home/apt,5,250.0,1,1125,3.75,4.75,3.5,ESFCTU00000807300023784600000000000000000HUTB-0019224,2025-09-15,50.0,professional,Licensed
548085,1447144,Jacob,426,618,la Sagrada Família,41.40213,2.17083,Entire home/apt,3,250.0,2,330,4.0,4.5,4.0,ESFCTU00000807300023784600000000000000000HUTB-0019149,2025-09-15,83.33,professional,Licensed
556572,2736689,Andrea,1,1,la Sagrada Família,41.4091495,2.1756861,Private room,2,62.0,1,5,5.0,5.0,4.88,,2025-09-15,31.0,individual,No license
558366,2745490,Bori,2,2,"Sant Pere, Santa Caterina i la Ribera",41.38361,2.18552,Private room,1,60.0,3,21,4.8,5.0,4.81,,2025-09-15,60.0,professional,No license
